transaction_id,quantity,transaction_amount,return_days,customer_frequency,previous_returns,is_fraud
2020,4,34.711720096668145,22.782472126937712,5,3,0
9054,3,104.0301689388012,21.06200257669911,2,3,0
952,6,17.78731694803223,9.331204909466956,8,2,0
5359,2,29.844458519840718,20.82366652866972,5,0,0
3857,1,56.18123984845565,13.785581443993724,5,2,0
5861,6,60.399058560883404,5.541243914796157,5,2,0
3145,2,26.060565228735445,20.309854804079407,3,0,0
3305,4,27.704972655450664,12.22997268529851,7,1,0
3006,5,47.239679717862735,12.902595238427018,4,0,0
9001,4,47.79834441076753,27.99840942205865,6,1,0
7770,3,117.94814268027014,20.96292767124052,6,0,0
7438,4,21.681090593450133,16.115998912431394,5,2,0
7942,5,37.116080482675095,15.149612924419738,4,2,0
9238,3,14.353913015537014,0.0,5,1,0
1056,4,78.92763419777353,16.11080731238992,5,3,0
3154,8,38.087107851470854,15.217290720577871,4,1,0
3787,4,125.84453441402495,14.055892609370495,5,2,0
9189,3,22.731604886919303,4.33949878903336,2,0,0
7825,5,31.302396970281304,11.26315254750224,4,1,0
7539,2,80.44736617406585,12.018364945530632,7,3,0
7231,6,18.842518578908393,0.0,6,1,0
764,5,30.86536476257689,11.71609354170397,4,1,0
5019,4,40.510652593090306,8.353897358064717,7,0,0
4903,4,36.673199510139035,7.326564245008932,4,1,0
8093,3,55.317412047508554,14.69143074595001,7,0,0
6843,2,46.75472351790826,3.472111498762491,5,1,0
2165,1,44.44871747811315,5.68393000656258,4,3,0
1862,2,43.253934466837116,16.602241529203656,5,1,0
7850,3,18.438204424318076,6.481789524243097,6,1,0
9123,3,32.3808799098234,21.493316800068445,5,1,0
2340,2,18.401890783788883,14.942899286826947,3,1,0
5527,3,51.033105726703674,8.061639520297954,5,3,0
6743,3,31.895598625433507,11.17863354883603,5,4,0
4003,3,13.184942472803323,20.880837524146543,5,2,0
1123,4,30.482654858497593,18.09819833608367,11,1,0
8709,4,12.996891181936215,16.00301609049999,3,1,0
4049,3,17.88224499969286,18.21518179704664,6,2,0
7640,2,10.934855377158739,16.57812907252677,4,2,0
765,5,48.86871458743388,13.68355513151048,4,4,0
2344,3,85.20413094610412,11.560572131952718,8,2,0
4071,5,10.35250345349047,13.137942593647814,6,0,0
7216,3,25.667724149534745,2.4669260791253063,4,1,0
4216,8,15.81619778335316,6.013612127345851,3,3,0
7952,6,79.8535194005279,20.62422318575468,4,3,0
5970,4,44.008365420614545,13.723776552357634,7,0,0
3350,3,28.178081453206797,13.056649270721364,5,1,0
4695,6,40.27258978053207,10.542902576916,6,1,0
3399,1,34.49329995305994,10.552494600056859,3,1,0
4081,3,94.04038429139389,15.178818112838158,3,1,0
9149,3,16.720467454458397,14.98911990936189,5,1,0
1224,1,41.86158509634283,18.4565334800954,8,1,0
6292,5,32.555837461216434,12.295498135224108,4,0,0
3122,1,104.27539885682839,8.721897310712407,9,0,0
510,3,58.90312762611649,7.111780609109635,6,2,0
5794,2,51.28483070639592,25.236804228481844,5,1,0
8181,1,44.5832035821392,2.476798385196922,6,0,0
9417,3,26.915266255123832,17.265903511709638,2,1,0
96,5,33.55945320796305,13.435184475493502,8,1,0
6681,4,83.66806444067032,12.179359600547901,8,2,0
1512,5,33.429808662095375,16.408444719996453,5,0,0
8791,4,31.680765742734405,23.60620192282008,6,2,0
119,2,53.24464852169472,8.101442210458137,6,2,0
7791,1,45.948235871335015,7.293101697090407,2,3,0
6517,4,114.26828975439783,18.859970779777722,6,5,0
33,4,77.73375727547585,11.23670815604938,6,0,0
7887,5,28.166076442995216,1.4822296378380386,8,2,0
6830,4,191.7573458197108,14.871660802469322,3,1,0
5421,3,156.50346626288044,23.091187476823478,6,0,0
1068,7,21.828283360793662,0.0,7,0,0
1347,4,66.50712218115626,19.620779224239087,4,3,0
4747,1,106.40422645099042,24.467796558775888,5,2,0
6005,4,37.78304455061676,10.934518045233744,5,2,0
6039,5,24.75227996982133,9.174972471764736,5,0,0
3817,2,116.07742878502974,10.736742807053977,6,3,0
8446,3,47.158352812489824,20.49034107656472,3,2,0
5269,2,46.91408619013272,6.9516853378988035,5,0,0
6897,2,154.10431945530448,5.849180220667788,7,1,0
5309,4,31.881166462677093,27.12972167018752,3,0,0
31,2,49.26308965614299,17.706292472521675,7,3,0
5674,3,25.55601290845588,7.176807032441335,6,0,0
4386,4,127.11990911041525,11.221281430980419,7,2,0
29,4,16.134147887975878,12.230650929192107,8,0,0
4202,4,26.194949868426086,14.491355827171395,7,0,0
7507,6,14.035241574731002,6.3518943396266945,3,2,0
735,2,49.06261617266608,16.550829155547312,5,0,0
2067,1,53.61650896976912,16.14821328163209,3,2,0
106,2,50.85613371516809,7.57108167150415,4,3,0
9644,3,60.049457302029616,5.243612557201549,11,1,1
8894,3,85.29524920246665,2.9911548124530807,6,1,0
8020,6,10.778743695562373,21.518386808928092,3,1,0
2232,1,39.454437626861484,6.416222809628645,2,2,0
993,1,61.08667839457386,16.088636134982643,6,4,0
9412,4,43.10699580345759,16.91514833209602,4,1,0
7058,4,31.440200758278298,16.07805237718982,5,1,0
6789,2,32.13098284285771,17.43518105280391,5,2,0
360,6,36.68684196900289,6.366864806539567,6,1,0
304,4,20.129008241037216,25.86534882005641,3,1,0
2627,1,23.70074859641225,0.0,3,2,0
8965,2,54.29033346822098,14.916135914145936,10,1,0
4513,6,41.27872983821147,17.748779261112343,7,3,0
5910,2,40.70685401389807,17.25181648950322,4,1,0
8313,4,23.93946778006659,20.362653362781955,4,1,0
3100,7,46.68170261694346,12.564447601253931,5,2,0
5703,2,84.16273825509921,15.648336681704123,2,1,0
3898,2,27.604198683073,5.519033677800481,4,2,0
5440,3,22.19611589380813,9.252958986158278,2,4,0
7930,2,20.035106353989118,13.254735183366154,5,0,0
621,3,105.66742819350267,8.530683935733471,6,1,0
7235,2,58.50123953171146,12.630660215573727,3,2,0
2498,3,54.14403307449138,5.432217464417983,7,1,0
713,5,80.3568118432807,0.37594341733157677,5,3,0
8403,4,48.1650310707419,16.746171326786804,6,1,0
2855,3,20.354772711990442,17.515028727891885,6,2,0
4269,5,21.626745211100957,12.166830343455553,5,4,0
2908,7,73.80555386772605,2.603296902093417,2,0,0
8080,8,81.84188001264049,9.46561931192429,8,2,0
4516,1,83.32943246748468,13.521212000730445,6,0,0
1261,3,46.08366394783833,5.38307890261806,8,0,0
3160,3,88.83931959031565,8.916240306288866,4,1,0
970,4,44.72815912549138,10.953687988123244,6,2,0
3912,2,19.69447498110534,18.370147705183914,10,0,0
5198,1,63.624650813481345,6.157889141860928,3,0,0
8846,2,46.58654695716567,11.03189085832285,8,1,0
259,3,143.33866623365137,16.0136685856359,2,1,0
3790,3,147.48691969329,4.361023214228952,4,1,0
9202,4,24.36454094738045,6.804508398232003,6,2,0
487,3,17.32604903686143,19.22367629792005,6,3,0
7907,4,60.241586296114576,4.495704890735194,4,1,0
518,4,36.57868462218238,19.614842371533193,7,2,0
8342,4,95.29980466511024,14.755767320633177,5,3,0
311,3,17.698348622933864,12.996921618131381,4,2,0
3231,2,50.135469156681125,15.172746195148093,3,0,0
7932,2,121.06545924298128,10.646138929569856,7,2,0
7457,3,38.357994151084434,18.46579585702513,4,1,0
9783,2,112.7452652632786,0.0,8,1,1
5183,7,93.7430883263965,16.71626602253985,4,1,0
8076,2,28.33111963549029,13.558395499038888,4,2,0
6501,5,50.638650437281505,8.815282405753077,4,4,0
6790,4,66.81003561736429,1.8237194742792688,5,0,0
7772,4,19.595657169686227,3.386313708471272,6,4,0
2737,8,57.071743844934744,9.140515512058816,2,1,0
7841,2,47.7793522955742,12.4101006601179,7,2,0
6261,4,52.49442299194726,9.020871398666298,5,1,0
8205,2,13.781117854580971,13.325043703487015,8,1,0
1247,3,15.11907995656886,4.718269853334732,5,2,0
9335,4,37.376877983698925,17.328664159602305,6,1,0
4194,9,53.65874484672533,7.187816043933103,6,0,0
8000,3,30.314698562937476,19.610738076187612,4,2,0
7377,2,28.30501652674929,11.195165739898197,2,5,0
3434,3,17.67302525542859,16.962853823710127,4,0,0
5381,2,67.40237686102331,4.448229749739182,10,2,0
958,2,30.253455439856598,14.71850963242876,2,1,0
416,3,15.609236746439477,3.4831830613665726,4,1,0
5741,3,58.0780110542123,0.0,7,1,0
6727,8,44.879341831941346,8.144599975969118,4,1,0
4381,2,58.14841338875809,17.707659292343617,4,2,0
5196,3,30.72383162357944,4.2800255846784525,6,2,0
1112,7,40.71724944017272,8.520157330330623,5,3,0
2688,5,63.33111621689229,5.7823448125010195,5,0,0
6472,5,218.85480957782056,10.956804649091039,4,2,0
8819,1,31.6877440240887,15.49775520549436,6,0,0
7807,5,123.66223807563638,20.01223136337139,4,1,0
3410,4,65.88687028593185,20.262481128656127,7,3,0
80,1,31.030037778202978,0.8934486494270502,6,0,0
4613,5,166.8270241970933,10.02273404686433,5,0,0
1373,3,33.91090960271374,8.666577528087663,6,2,0
1509,1,15.738890855668924,21.64905412394967,7,1,0
6442,4,126.01964386129002,24.269756838267924,6,1,0
3070,4,100.34053804057721,19.103537483036305,5,0,0
3015,2,33.66889160102511,3.7793677448028706,7,4,0
4822,3,46.53520449440454,11.568197352848031,3,2,0
7821,3,15.408286063533945,24.48500555672274,4,1,0
92,3,37.789758702800974,16.13514157511513,9,1,0
9420,2,28.03110479949239,21.34133932929469,6,2,0
6599,3,59.73512062420925,10.946066742114153,6,2,0
4442,4,156.24990335560554,12.679692106104946,13,4,0
7601,2,41.931641618707644,6.542897669434542,3,2,0
3834,5,48.8139750622517,4.470464967562753,2,2,0
9701,3,118.66897949926779,0.6666635121265276,8,3,1
4321,4,87.25082947935695,7.973888646810081,5,3,0
3393,2,133.82184198396206,20.094808617177776,7,1,0
4751,4,20.730924072273247,23.77748529839957,8,2,0
7228,5,13.532862780679455,8.065706699995363,7,1,0
9190,3,77.51230277181587,7.6608367830526785,8,2,0
2360,3,11.65221738645427,18.59596503007435,1,1,0
1147,2,44.97957181059516,18.225458300987285,2,0,0
5665,2,57.289484450419536,29.295554063310163,3,2,0
8074,2,120.56467362200414,9.501818883070609,4,1,0
4942,2,22.598702564225647,11.171389466562866,8,2,0
3662,2,16.193414358768624,16.511451786926337,5,0,0
1562,3,119.81148730353104,11.531445075180656,3,1,0
4112,5,32.55340377855985,19.65129101010229,3,0,0
9049,5,170.52842586769853,26.490553024748266,3,2,0
9275,2,22.056830027330804,15.26153587287342,6,2,0
8537,3,30.789240171479786,15.614381204384781,6,2,0
794,3,89.08485955277172,0.0,4,1,0
5853,3,32.63933518311423,17.975959647533706,5,4,0
7618,2,27.938692052427218,18.13640055421029,6,3,0
1593,6,61.30458667924953,11.240381500172033,9,1,0
7417,2,31.735686163871023,4.846120625198651,5,1,0
5266,1,56.369533422547256,14.231245981394595,8,3,0
7146,2,46.4522997899063,20.810057972301383,7,0,0
88,2,110.04907844930234,8.855490738897485,3,3,0
8694,4,41.94434452710268,4.607085856166287,4,0,0
9731,4,66.24983178405144,9.499132791899653,8,3,1
9445,1,42.471119387650205,21.684381669464763,5,1,0
6753,4,44.148872037032696,13.213071286284361,9,4,0
3501,2,30.724625122640635,2.3119865648860483,4,3,0
2233,3,79.06977079450668,10.933948804393212,5,0,0
2802,2,17.432994960506267,17.712514673290976,10,0,0
4423,2,45.92415722731272,13.445980983446411,5,1,0
5662,3,31.487041369575643,9.048040448937646,4,1,0
7169,2,26.190226832413373,13.428913756069088,3,2,0
8336,1,32.506238545092,20.925666679601807,8,0,0
2147,2,38.979675689980176,15.938751224127106,5,2,0
7968,3,106.99597873273419,14.013581533581839,5,2,0
6550,2,57.84778911584531,24.506612754101603,6,0,0
7642,2,133.81821827027053,12.902751145631807,4,1,0
6163,2,35.42469289982769,15.335730851164298,3,0,0
1494,4,42.7495976551657,6.478739815699606,7,0,0
7695,1,72.54899858275198,17.642411435933226,3,0,0
7093,2,53.803370211005266,7.497469008173656,3,0,0
1408,4,42.697376428982224,6.302347670676903,4,2,0
6690,4,36.81798934536813,11.366607089710675,8,1,0
3400,4,6.950893267491942,13.181568194388475,3,3,0
108,4,79.55580897877107,11.635631008361456,5,0,0
5635,4,16.368905700338885,2.6177078090549415,4,1,0
8481,3,91.83889892316078,10.40288577360415,3,2,0
6603,1,19.313739323213216,12.31894426652813,5,1,0
1090,3,125.32426878449864,16.585930123767596,7,2,0
5559,4,38.91526219262632,16.851385050192825,7,1,0
9411,6,21.493614666893873,13.435791893404144,1,2,0
8142,3,92.37707434326038,4.794025802017347,3,3,0
8663,2,40.47667842790731,2.189729403436628,4,0,0
6595,5,27.556498810078892,2.8064747716817493,9,0,0
623,4,31.68463275329873,16.102166038631996,6,1,0
6870,3,35.15973295900143,9.798640399022286,4,3,0
4813,4,40.869162676387894,5.742533068180088,9,3,0
6552,1,38.42581543070976,13.689707927653117,9,2,0
7529,3,16.011273991105956,2.713892795250171,4,2,0
5795,2,38.52669299967394,15.482418324930556,7,2,0
7436,9,39.70012077679299,6.636988431604783,5,1,0
4217,5,13.75817793101811,14.317476467353066,9,3,0
5940,6,52.248192417954996,8.063357752928994,5,3,0
8500,5,22.02706513059857,7.039597317467866,5,1,0
6428,3,148.67196980979975,5.478701113454165,1,1,0
6826,1,32.98811021157964,7.2154678927211595,6,4,0
4130,3,77.8892005020303,21.12285652215664,4,2,0
7801,2,152.97673144410444,7.138444479737022,4,3,0
7753,6,85.57931140105191,20.42771360342406,5,1,0
4721,5,34.59294498258034,2.5297201232427753,6,0,0
1650,1,77.00363402052213,25.304836404750823,6,2,0
4140,1,74.68724391143354,7.892766262335143,4,3,0
1617,4,52.88541183794746,16.793432623205373,5,1,0
2029,1,21.455802879725393,14.24636604124106,4,2,0
8517,4,279.0878254172128,14.05322153551295,4,0,0
4575,1,74.10421660782697,8.316912644746179,4,1,0
3992,1,72.18654559349078,16.08047920125731,5,2,0
7376,3,19.793652712365063,15.91568434028273,2,2,0
6149,4,56.63767971688387,5.966322965781261,6,2,0
4908,4,45.2190832543664,13.552784343020363,4,1,0
5026,2,208.31642406816292,20.2792671457091,7,2,0
8260,5,111.76114444474389,15.76881558910606,3,0,0
4731,3,35.18157617088975,14.467002823925469,7,2,0
7548,3,17.818261866918917,11.11711588092061,3,0,0
8134,4,15.477381957361967,11.80539790331898,3,1,0
1606,3,12.828754867691789,16.127753879770758,7,1,0
4773,3,20.632205998823363,15.017122016886308,5,3,0
8109,3,30.790592046574144,14.834765709658722,5,0,0
6951,2,112.40233035782056,8.731553484913805,5,2,0
6004,4,84.0686158418412,25.901142861929877,5,2,0
7728,4,46.47565025304465,11.032865362070032,6,2,0
3541,2,30.263466609151155,15.118791241119133,5,2,0
388,4,35.9698901792212,18.06764985476961,7,6,0
1794,5,50.14178303998303,15.62575687322241,4,2,0
8731,4,25.534941192816714,7.127669673313101,4,0,0
4919,3,36.94306281890751,3.888348823969311,4,0,0
5537,2,77.46907926343131,0.0,4,2,0
3872,2,14.989475535323509,15.44076613167571,5,0,0
8868,2,13.495927362236994,2.761705778413585,7,3,0
2254,5,51.244378019915175,7.898367408093099,3,0,0
3412,2,74.34881372244244,15.195149521127956,1,1,0
5459,4,32.77732419360926,16.219102532261395,4,1,0
4955,4,19.35457810486985,26.53835836125833,1,0,0
7396,7,26.754435040140457,15.729674282385902,4,2,0
5414,8,16.032233046529644,12.830641131279723,5,2,0
7399,3,58.5388047525205,8.443214154638378,8,0,0
7414,5,59.74160708756989,8.930552408476544,5,1,0
9100,2,47.97588427437966,13.998274777951762,3,0,0
4851,2,66.09387095234348,26.00127033577735,5,1,0
2025,4,18.93976731324842,19.302046319213364,3,3,0
2615,3,19.51318607876491,2.8239480089888946,8,2,0
7388,5,62.50360536589567,19.43964249609126,6,1,0
2926,2,63.64659730610038,11.263952024023325,4,0,0
1121,3,31.482186184006714,12.988354587271587,10,2,0
2910,2,84.37653883806703,24.719390639699604,5,0,0
8146,3,50.254394153893905,17.229584308072432,3,3,0
7383,5,47.76966339737119,11.268883769860295,6,1,0
3482,5,66.3820224617765,11.246338861394927,3,1,0
795,1,68.75553081965509,12.500457890275806,5,1,0
1575,4,10.876429096518013,19.51663338887953,4,0,0
6176,6,24.803014890447,7.4147460997823496,4,1,0
6266,3,69.40798972867668,11.68492510552672,6,4,0
2458,4,186.11554390229162,8.567629387811202,5,3,0
3312,2,40.47835486010391,18.326559029282574,9,2,0
1253,3,23.739391264968514,3.6233066884294303,5,3,0
6834,4,154.87502220574618,17.16942941284256,3,2,0
8794,4,48.14434906215942,9.18636765308722,6,0,0
3837,8,46.12023879770949,19.36252705240715,6,2,0
4398,3,39.97457468750753,24.891910688322945,8,2,0
3595,4,11.676423305410834,12.971280301066933,3,4,0
6621,3,34.65843693960225,17.7655392200097,7,2,0
8382,2,48.914295235291384,10.541996940978509,2,1,0
2124,3,79.86944171263578,14.582864123102791,3,0,0
3238,4,28.139085363534583,4.3978067651195225,6,4,0
5403,3,201.21065448318305,11.04751043708446,4,1,0
5998,2,14.889399864998028,11.869205841343298,7,1,0
5938,2,174.54190794251653,18.591415345009402,6,0,0
2045,2,41.82791633749911,15.695901570713499,3,1,0
1578,4,72.39375815512604,2.606789290494815,5,0,0
14,1,35.361289416891886,26.72269733697867,4,6,0
2673,4,49.39809221273701,3.7867718705832303,5,2,0
7016,6,64.29839688902123,17.34273970212535,6,1,0
8720,8,52.67665749218393,12.5822105356506,3,2,0
8849,2,23.952993997798806,9.401203114308114,3,1,0
4812,2,65.85472585273791,16.257646559825016,5,1,0
1084,2,52.73145097001062,9.014614998535206,6,3,0
4983,8,57.29021656024508,11.884932074524897,6,2,0
7155,2,38.22584799874644,20.04980824539016,4,1,0
2884,3,52.924219217288396,15.549323424145854,4,2,0
333,5,21.80493660042381,5.551104774372703,2,2,0
7204,1,31.583836265720624,12.957252185502147,5,2,0
4367,3,14.209397862539333,5.318209387784735,6,1,0
3079,2,15.107526208543193,15.361326424274452,9,2,0
7203,2,66.66331520500265,8.750353129754735,7,2,0
9909,4,67.38931038878886,0.0,6,2,1
8864,4,84.9577318462073,15.956785964307203,9,3,0
263,7,18.932928131401873,7.403284899451899,2,2,0
4337,3,28.11331709043579,11.704857432255865,8,1,0
8895,3,10.469081896804594,16.968265397811926,6,2,0
8447,2,33.290215404089224,18.43528626877976,3,5,0
5903,6,32.96607998531071,13.994885623701899,5,2,0
1498,2,84.382336791219,4.970009891719544,7,1,0
4190,4,59.690584421773316,19.70939970323029,6,2,0
7485,2,23.072004295246757,6.685804165811583,5,1,0
9643,5,77.98090120125245,11.362845084545981,9,4,1
8310,1,41.16162305574947,7.239931022721602,8,2,0
7590,2,80.25976671516295,13.005329601725027,4,0,0
500,7,46.650778154498724,14.036408530666872,6,0,0
9155,3,55.75436855981728,15.836357231144309,7,0,0
9414,3,194.46215488203492,14.083925773748385,6,4,0
3095,5,52.272147218334425,11.007159881897431,1,2,0
4631,2,43.62619209911362,22.606694987782088,7,1,0
367,3,37.780339394855496,14.138557210006882,3,0,0
4058,2,49.01600980687514,4.52159830749267,2,3,0
8174,4,87.47895120942806,6.23080131484518,7,1,0
4630,4,46.591937001873006,8.652875449353017,9,1,0
6070,4,74.5185358581659,12.143204686708412,6,1,0
2664,7,41.781760589046755,8.721217712194406,3,2,0
1026,5,12.1925233682795,8.740171155174773,8,1,0
5908,2,63.53493055942749,3.819949992982462,4,2,0
5050,2,45.91157173744363,6.302702367846029,2,2,0
6328,3,59.96490060980054,4.769035722380243,10,1,0
9733,6,41.04426061258831,9.348752890457401,10,4,1
1691,4,18.22578495588081,9.68444940168412,6,2,0
673,5,66.99248020913902,11.71030398730494,5,0,0
5572,2,27.370146154154583,7.181872791288098,2,1,0
5766,2,85.08929841075049,21.19940198508861,2,3,0
5156,2,25.703439114707454,1.9582580665729807,5,1,0
733,4,26.80936348658331,21.064952509441582,5,3,0
3526,2,33.936197908057835,2.0111784752571857,5,0,0
568,4,21.792921963403774,17.628701151920048,7,0,0
9187,4,34.418224279995236,14.017692539777052,3,1,0
2922,3,35.60994722322071,15.8246849424675,5,0,0
7911,4,37.86406606453676,2.3857444013797178,3,1,0
1558,4,74.51579463291881,8.949076617202529,5,0,0
101,5,28.26327097508908,12.164652086781004,4,1,0
3007,3,38.27910054765442,11.079768457836497,8,0,0
7201,2,93.87106447411753,3.0687273247531763,4,2,0
303,5,41.68199531738808,11.05811420025978,2,1,0
76,2,180.60750118115934,7.064931020989098,4,0,0
6754,1,67.57666991345924,8.859469851929495,5,1,0
8629,4,25.30918053077963,11.820911525641508,5,2,0
1208,4,42.113342571028724,11.697232005595332,3,1,0
7742,5,22.234763364185984,5.2464033200477616,5,0,0
8214,2,160.39809544182899,9.396760194155254,5,1,0
8944,7,58.71876946522332,14.847096566977761,4,4,0
8413,5,22.90820793184888,22.13165020085907,5,1,0
1775,3,101.88296491535793,16.728508546649977,5,0,0
3473,3,70.40103002258951,12.955100284563004,8,1,0
483,5,38.929252806475894,26.302431060742514,2,1,0
2189,3,28.861438771047602,13.740299325425104,1,0,0
346,3,34.287598658053675,24.625973374308316,8,1,0
5481,2,22.60654000231487,7.611470431594852,8,0,0
8361,2,42.25914483005475,15.100118857064327,4,4,0
1472,3,41.36986316400922,17.44719803219739,7,1,0
5100,4,59.12696360791408,16.40750834153196,10,3,0
6765,5,101.65501568430446,9.336748793196248,5,3,0
8706,4,52.08747152116659,14.646862616555312,3,2,0
4929,4,34.41393390026713,8.284276092477622,3,2,0
6329,5,142.1000011725737,9.525943750885057,6,2,0
2609,8,18.850553674703708,17.01646748464443,3,1,0
3,3,109.81590606563752,0.0,4,0,0
2213,4,56.94144771986569,1.6592763804234618,4,0,0
4827,2,21.24293127670916,14.811852048896966,3,1,0
856,3,39.68914233097761,10.885941305081792,4,0,0
6977,2,28.879832535679704,12.895417353653091,3,1,0
5885,4,27.260887215222407,11.69398085427241,2,1,0
624,4,90.35958950430735,13.655749825381385,5,1,0
290,5,33.772192382238664,0.49171346803883154,2,1,0
2018,6,62.89488677379401,9.000784886690589,5,2,0
668,4,10.574476984581555,0.0,8,1,0
8921,3,36.37684352779227,19.54057340180734,5,2,0
8264,1,43.66833746748593,19.040672704571044,3,0,0
9696,3,62.65014357030297,5.509626468541518,7,0,1
1631,4,11.722329499722779,6.793670574847271,4,2,0
5170,1,56.37681940146497,17.495756486543456,7,3,0
7205,5,98.43226627341896,12.398529019506954,3,0,0
2522,3,121.7526200435646,27.64626956406567,4,0,0
2215,2,26.41532927056498,11.171410153430667,6,1,0
6968,6,64.11691990647383,18.745977446106846,5,1,0
6496,7,61.86714433557788,0.0,3,0,0
6213,5,10.584754456132758,0.0,6,0,0
7032,3,59.52833438623163,14.838774756301435,3,1,0
7420,1,45.47007631988727,15.98777226748635,5,1,0
1107,4,33.605337381380586,4.285963322581817,4,2,0
450,1,49.01635543789753,0.0,2,2,0
6289,4,47.20555230664593,22.40551212293149,4,1,0
9966,4,72.9972950457441,1.9805214198473458,8,3,1
135,3,8.184590715424724,4.208585680445,10,3,0
1785,2,51.66845622666365,6.481407472149132,5,1,0
3404,5,38.253495476172155,22.512331358654627,8,2,0
2906,4,14.759457099609236,20.530775478420935,5,2,0
8304,5,69.6117498786907,13.747830925488827,5,0,0
7492,2,55.48987606350312,19.655875480006202,5,1,0
6100,2,36.963723477131346,6.584640736892399,4,3,0
4504,3,31.088811328594286,3.128647448683191,1,1,0
5053,3,63.67930244255922,14.007522392275298,6,2,0
5205,3,25.059668432509405,17.325056763975383,4,1,0
4080,3,84.1230934742708,13.98936737426272,4,2,0
